             Time,          Y-Force,   Work integrand
                0,  6.590676445e-06,                0
             0.02,  -0.005676295167, -3.371719329e-06
             0.04,   -0.02173194213,  -5.11135279e-05
             0.06,   -0.04673632698, -0.0002448048807
             0.08,    -0.0793103521,  -0.000730924205
              0.1,    -0.1181319151,   -0.00168337979
             0.12,    -0.1619380036,  -0.003287989226
             0.14,    -0.2095254089,   -0.00572884373
             0.16,    -0.2597537395,  -0.009176580111
             0.18,    -0.3115604076,   -0.01377907059
              0.2,    -0.3639977327,   -0.01965587757
             0.22,    -0.4162791489,   -0.02689746093
             0.24,    -0.4677961582,    -0.0355674775
             0.26,     -0.518096421,   -0.04570543007
             0.28,    -0.5668622282,   -0.05733017831
              0.3,     -0.613908242,   -0.07044597077
             0.32,    -0.6591727099,   -0.08504909973
             0.34,    -0.7026915609,    -0.1011327748
             0.36,     -0.744572002,    -0.1186907337
             0.38,    -0.7849741887,    -0.1377205815
              0.4,    -0.8240980445,    -0.1582268246
             0.42,    -0.8621721116,    -0.1802232852
             0.44,    -0.8994424689,    -0.2037345125
             0.46,    -0.9361608483,     -0.228795839
             0.48,    -0.9725730242,    -0.2554521402
              0.5,     -1.008909771,    -0.2837558731
             0.52,     -1.045381504,    -0.3137649861
             0.54,     -1.082175608,    -0.3455408361
             0.56,     -1.119455271,    -0.3791460667
             0.58,     -1.157359301,    -0.4146424874
              0.6,     -1.196002092,    -0.4520887907
             0.62,     -1.235473215,    -0.4915379604
             0.64,     -1.275837445,     -0.533034678
             0.66,     -1.317135685,     -0.576613026
             0.68,     -1.359386215,    -0.6222943839
              0.7,     -1.402585958,    -0.6700854416
             0.72,      -1.44671185,     -0.719976406
             0.74,     -1.491722141,     -0.771939357
             0.76,     -1.537557515,    -0.8259266952
             0.78,      -1.58414197,    -0.8818696566
              0.8,     -1.631383187,    -0.9396767157
             0.82,      -1.67917208,    -0.9992316463
             0.84,     -1.727381596,     -1.060391195
             0.86,      -1.77586502,     -1.122982452
             0.88,     -1.824453841,     -1.186799926
              0.9,      -1.87295517,     -1.251602292
             0.92,     -1.921148949,     -1.317108981
             0.94,     -1.968785368,     -1.382996907
             0.96,     -2.015582782,     -1.448897652
             0.98,     -2.061226215,     -1.514395267
                1,     -2.105366793,     -1.579025094
             1.02,     -2.147623107,     -1.642274504
             1.04,     -2.187585685,     -1.703586728
             1.06,     -2.224825743,     -1.762369014
             1.08,     -2.258910092,     -1.818006985
              1.1,     -2.289424277,     -1.869887279
             1.12,     -2.316001796,     -1.917427151
             1.14,     -2.338348465,     -1.960101894
             1.16,     -2.356250364,     -1.997459409
             1.18,     -2.369566045,     -2.029121013
              1.2,     -2.378208486,     -2.054772132
             1.22,     -2.382117591,     -2.074143136
             1.24,     -2.381231814,     -2.086987761
             1.26,     -2.375460073,     -2.093060628
             1.28,     -2.364652871,     -2.092093522
              1.3,     -2.348623268,     -2.083815994
             1.32,     -2.327222865,     -2.068026091
             1.34,     -2.300381928,     -2.044630066
             1.36,     -2.268068184,     -2.013609079
             1.38,     -2.230221991,     -1.974964163
              1.4,     -2.186759814,     -1.928722156
             1.42,     -2.137646212,     -1.875002173
             1.44,     -2.082903838,     -1.814025947
             1.46,     -2.022535531,     -1.746050879
             1.48,     -1.956505087,      -1.67135621
              1.5,     -1.884820134,     -1.590316988
             1.52,     -1.807585506,     -1.503448399
             1.54,     -1.724948496,     -1.411356309
             1.56,     -1.637019066,     -1.314670368
             1.58,     -1.543876275,     -1.214051811
              1.6,     -1.445638164,      -1.11025011
             1.62,     -1.342489043,      -1.00412005
             1.64,     -1.234644007,    -0.8965886004
             1.66,     -1.122317491,      -0.78862781
             1.68,     -1.005722938,    -0.6812525808
              1.7,    -0.8850754792,    -0.5755203304
             1.72,    -0.7605907378,    -0.4725276441
             1.74,    -0.6324919125,    -0.3734118403
             1.76,    -0.5010125036,    -0.2793485396
             1.78,    -0.3663797071,    -0.1915381816
              1.8,    -0.2287983633,    -0.1111960045
             1.82,    -0.0884441439,    -0.0395499216
             1.84,    0.05455133678,    0.02216268069
             1.86,     0.2001204879,     0.0726953682
             1.88,     0.3482686168,     0.1107828539
              1.9,      0.499083001,     0.1351267225
             1.92,     0.6527691707,     0.1443820962
             1.94,     0.8097135384,     0.1371347043
             1.96,      0.970542405,     0.1118530711
             1.98,      1.136151783,    0.06681254177
                2,      1.307700205, -4.936252183e-15
              nan,     -2.370447215,     -1.658340361
