             Time,          Y-Force,   Work integrand
                0, -0.0007190819086,                0
             0.02,       0.01465541, -0.0001470444082
             0.04,    0.05658224401,   -0.00197548544
             0.06,     0.1202190836,  -0.008352108281
             0.08,     0.2016101557,   -0.02189485481
              0.1,     0.2975336291,   -0.04405206959
             0.12,     0.4055837879,   -0.07487686315
             0.14,     0.5242673634,    -0.1133131851
             0.16,      0.652947104,    -0.1577890186
             0.18,     0.7916336652,    -0.2068926851
              0.2,      0.940508835,    -0.2598641443
             0.22,      1.099333125,    -0.3167059973
             0.24,      1.267163426,    -0.3779944727
             0.26,      1.442595825,     -0.444607942
             0.28,      1.624167474,     -0.517373776
              0.3,      1.810463541,    -0.5965524733
             0.32,      2.000034073,    -0.6814567927
             0.34,      2.191301819,    -0.7704663469
             0.36,        2.3822113,    -0.8610542908
             0.38,      2.569899367,    -0.9497948313
              0.4,      2.750806547,     -1.032749487
             0.42,      2.920892238,     -1.105997615
             0.44,      3.075763139,     -1.165964934
             0.46,      3.210765848,     -1.209442328
             0.48,       3.32128596,     -1.233649633
              0.5,      3.403483239,     -1.236815099
             0.52,      3.454840559,     -1.218582319
             0.54,      3.473988624,     -1.179408388
             0.56,      3.460335234,     -1.119636397
             0.58,      3.414277029,     -1.039564365
              0.6,      3.337791905,    -0.9404112786
             0.62,      3.234475877,    -0.8245712224
             0.64,      3.108845651,    -0.6946237685
             0.66,      2.965751885,     -0.552687481
             0.68,      2.810305434,    -0.4009095266
              0.7,      2.647791861,    -0.2419713173
             0.72,      2.483296429,   -0.07906632493
             0.74,      2.321324266,    0.08428400339
             0.76,      2.165633881,     0.2444196529
             0.78,      2.019162458,     0.3976798517
              0.8,      1.883820849,     0.5406435922
             0.82,      1.760415946,     0.6701190691
             0.84,      1.648983036,     0.7826204824
             0.86,      1.549169529,     0.8742716526
             0.88,      1.460275816,     0.9419031143
              0.9,      1.381210833,     0.9840238327
             0.92,      1.310707443,      1.000330235
             0.94,      1.247645487,     0.9909263459
             0.96,      1.191154922,     0.9565335244
             0.98,      1.140389333,      0.898926675
                1,      1.094235327,     0.8206764955
             1.02,      1.051253722,     0.7244623678
             1.04,      1.009904312,     0.6126346554
             1.06,     0.9687525724,     0.4871162695
             1.08,     0.9262360378,     0.3489610114
              1.1,     0.8801375082,     0.1978419824
             1.12,     0.8280892344,    0.03259447109
             1.14,     0.7677699048,    -0.1488468536
             1.16,     0.6966988692,    -0.3502246507
             1.18,     0.6116732647,    -0.5773449242
              1.2,     0.5086143298,    -0.8374298555
             1.22,     0.3828388588,      -1.13698826
             1.24,     0.2301764398,     -1.478886326
             1.26,    0.04805572037,      -1.86107814
             1.28,    -0.1641302882,     -2.277167757
              1.3,    -0.4055266602,     -2.717923816
             1.32,    -0.6743328346,     -3.172614149
             1.34,    -0.9669192334,     -3.628509148
             1.36,     -1.277840282,     -4.071328444
             1.38,     -1.601007378,     -4.487398124
              1.4,     -1.930208972,     -4.863579834
             1.42,     -2.257940756,       -5.1858785
             1.44,     -2.574275755,     -5.440781296
             1.46,     -2.868333056,     -5.618068586
             1.48,     -3.130946704,     -5.712020424
              1.5,     -3.355913326,      -5.72182689
             1.52,     -3.539208785,      -5.65091853
             1.54,     -3.675938185,     -5.501940936
             1.56,     -3.759526011,     -5.274164936
             1.58,     -3.784763726,     -4.969140317
              1.6,      -3.75140366,     -4.597617618
             1.62,     -3.664131534,     -4.178525007
             1.64,     -3.528116309,      -3.72947451
             1.66,     -3.345810576,     -3.260716465
             1.68,     -3.119239912,     -2.780942339
              1.7,     -2.852220574,     -2.302375981
             1.72,     -2.548436832,      -1.83713983
             1.74,     -2.211763879,     -1.396364537
             1.76,     -1.850166502,    -0.9931163765
             1.78,     -1.474492802,    -0.6389800554
              1.8,     -1.092801278,    -0.3392630557
             1.82,    -0.7101470749,   -0.09569356507
             1.84,    -0.3335474641,    0.08962760453
             1.86,    0.02694543821,     0.2161126287
             1.88,     0.3630287766,     0.2880165292
              1.9,     0.6715662613,     0.3134066969
             1.92,     0.9520543703,     0.3005262346
             1.94,      1.202135797,     0.2562525106
             1.96,      1.418666886,     0.1872442506
             1.98,      1.602522402,      0.100129371
                2,      1.755605087,  5.260836662e-14
              nan,     0.9040699306,     -2.283538405
