             Time,          Y-Force,   Work integrand
                0,   -0.00253960112,                0
            0.005,    0.01424104938, -7.999175941e-06
             0.01,    0.05028751687, -7.718030394e-05
            0.015,    0.08923302729, -0.0002574449339
             0.02,     0.1244712251, -0.0006021708128
            0.025,     0.1567972123,  -0.001153369401
             0.03,     0.1882822942,  -0.001943534716
            0.035,     0.2199059671,  -0.003013752906
             0.04,      0.251711687,  -0.004393749143
            0.045,     0.2834511641,  -0.006106806461
             0.05,     0.3149955825,    -0.0081743888
            0.055,     0.3463393461,   -0.01061321589
             0.06,     0.3775154509,   -0.01343677014
            0.065,       0.40854427,   -0.01665566317
             0.07,     0.4394373673,   -0.02027723959
            0.075,     0.4702120302,   -0.02430625974
             0.08,     0.5008823522,   -0.02874505167
            0.085,     0.5314549615,   -0.03359364806
             0.09,     0.5619421679,   -0.03885051455
            0.095,     0.5923719305,   -0.04451287795
              0.1,     0.6227793227,   -0.05057680923
            0.105,     0.6531915086,   -0.05703739079
             0.11,     0.6836288926,   -0.06388887223
            0.115,     0.7141169618,   -0.07112509029
             0.12,     0.7446886428,   -0.07873984197
            0.125,     0.7753790213,   -0.08672711443
             0.13,     0.8062242436,   -0.09508127904
            0.135,     0.8372625244,    -0.1037970615
             0.14,     0.8685332306,    -0.1128698359
            0.145,     0.9000781574,    -0.1222961721
             0.15,     0.9319450416,    -0.1320739705
            0.155,     0.9641887819,    -0.1422026794
             0.16,     0.9968693565,    -0.1526836651
            0.165,      1.030045608,    -0.1635198895
             0.17,       1.06376643,    -0.1747151329
            0.175,      1.098067475,     -0.186273706
             0.18,      1.132978518,    -0.1982008645
            0.185,      1.168535037,    -0.2105034383
             0.19,      1.204784011,    -0.2231900846
            0.195,      1.241780358,    -0.2362709662
              0.2,      1.279578841,    -0.2497571426
            0.205,      1.318227773,    -0.2636598738
             0.21,      1.357766855,    -0.2779899341
            0.215,      1.398227715,     -0.292757084
             0.22,      1.439634826,     -0.307969779
            0.225,      1.482006224,    -0.3236349438
             0.23,      1.525354078,    -0.3397578223
            0.235,      1.569684971,    -0.3563417239
             0.24,      1.615001186,    -0.3733884024
            0.245,      1.661300201,    -0.3908974083
             0.25,       1.70857551,    -0.4088665705
            0.255,      1.756815958,    -0.4272917055
             0.26,      1.806004635,    -0.4461660315
            0.265,      1.856117668,    -0.4654795934
             0.27,      1.907123035,    -0.4852185881
            0.275,      1.958979523,    -0.5053645673
             0.28,      2.011636362,    -0.5258937463
            0.285,      2.065033864,    -0.5467767511
             0.29,      2.119104758,    -0.5679787807
            0.295,      2.173776186,     -0.589460452
              0.3,      2.228971864,    -0.6111790592
            0.305,      2.284614531,    -0.6330902686
             0.31,      2.340628121,    -0.6551495806
            0.315,      2.396939372,    -0.6773134802
             0.32,      2.453478754,    -0.6995402566
            0.325,       2.51017997,    -0.7217897275
             0.33,      2.566977676,     -0.744022143
            0.335,       2.62380443,    -0.7661968583
             0.34,      2.680588549,    -0.7882712342
            0.345,      2.737253745,    -0.8102003327
             0.35,       2.79371992,    -0.8319373057
            0.355,      2.849903811,    -0.8534337836
             0.36,      2.905719537,    -0.8746401401
            0.365,      2.961077998,    -0.8955050145
             0.37,      3.015884902,    -0.9159744203
            0.375,      3.070036532,     -0.935989248
             0.38,      3.123417228,    -0.9554839139
            0.385,      3.175900499,    -0.9743861041
             0.39,      3.227353392,    -0.9926182092
            0.395,      3.277642742,     -1.010101022
              0.4,      3.326639469,     -1.026756607
            0.405,      3.374221533,     -1.042510694
             0.41,        3.4202762,     -1.057294414
            0.415,      3.464700568,     -1.071045374
             0.42,      3.507400434,     -1.083707283
            0.425,      3.548288061,     -1.095228579
             0.43,      3.587282131,     -1.105561951
            0.435,      3.624309804,     -1.114664744
             0.44,       3.65930771,     -1.122498883
            0.445,      3.692222834,     -1.129031941
             0.45,      3.723012641,     -1.134237872
            0.455,      3.751643191,     -1.138096683
             0.46,      3.778088321,     -1.140594696
            0.465,      3.802329183,     -1.141722733
             0.47,      3.824355534,     -1.141476352
            0.475,      3.844162745,     -1.139855138
             0.48,      3.861745319,      -1.13686051
            0.485,      3.877094347,     -1.132493947
             0.49,      3.890201569,     -1.126756318
            0.495,      3.901066113,     -1.119649675
              0.5,      3.909697963,     -1.111178409
            0.505,       3.91611757,     -1.101349329
             0.51,       3.92035344,     -1.090171796
            0.515,      3.922438246,     -1.077658294
             0.52,      3.922407114,     -1.063825954
            0.525,      3.920295997,     -1.048695024
             0.53,       3.91613963,     -1.032287473
            0.535,       3.90997351,     -1.014628282
             0.54,      3.901842067,    -0.9957445817
            0.545,      3.891803866,     -0.975664305
             0.55,      3.879917869,    -0.9544125848
            0.555,       3.86622345,    -0.9320110144
             0.56,      3.850741137,    -0.9084801875
            0.565,      3.833490473,    -0.8838409952
             0.57,      3.814493608,    -0.8581139404
            0.575,      3.793760375,    -0.8313222892
             0.58,      3.771290661,    -0.8034956645
            0.585,      3.747122412,    -0.7746728509
             0.59,       3.72139187,    -0.7449038272
            0.595,      3.694334153,    -0.7142505161
              0.6,      3.666197834,    -0.6827794819
            0.605,      3.637135448,    -0.6505460242
             0.61,      3.607146859,     -0.617575922
            0.615,      3.576094937,     -0.583856329
             0.62,      3.543784952,    -0.5493501654
            0.625,      3.510096411,    -0.5140406807
             0.63,      3.475104824,    -0.4779794798
            0.635,      3.439097184,    -0.4412881711
             0.64,      3.402448881,     -0.404101416
            0.645,      3.365427593,    -0.3664945377
             0.65,      3.328060784,    -0.3284526593
            0.655,      3.290183888,    -0.2899082691
             0.66,      3.251643435,    -0.2508247524
            0.665,      3.212485586,    -0.2112543671
             0.67,       3.17297505,    -0.1713179396
            0.675,      3.133433888,    -0.1311373371
             0.68,      3.094050872,   -0.09079445326
            0.685,      3.054834046,   -0.05033712923
             0.69,      3.015683913,  -0.009783620257
            0.695,      2.976435912,    0.03089921696
              0.7,      2.936882694,     0.0717866348
            0.705,       2.89691143,     0.1129198969
             0.71,      2.856705409,     0.1542361935
            0.715,      2.816767942,     0.1955766746
             0.72,      2.777658552,     0.2367599948
            0.725,      2.739639142,     0.2776744832
             0.73,      2.702547641,     0.3183219824
            0.735,      2.665996272,     0.3587659117
             0.74,      2.629679709,     0.3990447356
            0.745,      2.593523397,     0.4391561373
             0.75,      2.557627821,     0.4790922395
            0.755,      2.522155494,     0.5188151451
             0.76,      2.487256626,     0.5581968455
            0.765,      2.453005238,     0.5970601314
             0.77,      2.419363173,     0.6352926662
            0.775,      2.386256867,     0.6728776254
             0.78,       2.35371914,     0.7098260689
            0.785,      2.321910313,     0.7461233497
             0.79,      2.290983244,     0.7817227009
            0.795,      2.260967385,     0.8165542098
              0.8,      2.231788417,     0.8505447105
            0.805,      2.203347349,     0.8836399477
             0.81,      2.175561642,       0.91579971
            0.815,       2.14837754,     0.9469755082
             0.82,       2.12178038,     0.9771012297
            0.825,      2.095780747,      1.006108954
             0.83,      2.070372238,      1.033948269
            0.835,      2.045515196,      1.060584022
             0.84,      2.021163392,      1.085980036
            0.845,      1.997290092,      1.110088501
             0.85,       1.97388311,      1.132847064
            0.855,      1.950930878,       1.15418606
             0.86,      1.928430622,      1.174050571
            0.865,      1.906395104,      1.192415851
             0.87,      1.884819022,      1.209261114
            0.875,      1.863649503,      1.224531818
             0.88,      1.842827776,      1.238149251
            0.885,      1.822347745,      1.250061651
             0.89,      1.802236476,      1.260268765
            0.895,      1.782491792,      1.268792196
              0.9,      1.763073904,      1.275639843
            0.905,      1.743948017,      1.280794263
             0.91,      1.725101738,      1.284222451
            0.915,      1.706540732,      1.285911781
             0.92,      1.688299097,      1.285903518
            0.925,      1.670403467,      1.284240514
             0.93,      1.652786969,      1.280858255
            0.935,       1.63534063,      1.275629965
             0.94,      1.618084107,      1.268610807
            0.945,      1.601127304,       1.26009906
             0.95,      1.584459568,      1.250308565
            0.955,       1.56798363,       1.23912814
             0.96,       1.55170729,       1.22632675
            0.965,      1.535700731,      1.211840187
             0.97,      1.519943403,      1.195783453
            0.975,      1.504449455,      1.178368754
             0.98,      1.489541533,      1.159920463
            0.985,      1.475525414,      1.140681898
             0.99,      1.461805694,      1.120307305
            0.995,      1.447023158,      1.097892974
                1,      1.430570942,      1.072928206
            1.005,      1.413433955,      1.046000188
             1.01,      1.397314291,      1.018420782
            1.015,      1.383373752,     0.9914076786
             1.02,      1.371505175,     0.9652666471
            1.025,      1.360137589,     0.9387428938
             1.03,       1.34704569,     0.9095454879
            1.035,      1.331166069,     0.8764104538
             1.04,      1.313838825,     0.8407495267
            1.045,       1.29764067,     0.8054378623
             1.05,      1.283646913,     0.7716855643
            1.055,      1.270715856,     0.7382055453
             1.06,      1.257642298,     0.7037028119
            1.065,      1.244589664,     0.6684806077
             1.07,      1.232055455,     0.6330810554
            1.075,      1.219743595,     0.5969655988
             1.08,      1.206953291,     0.5592593011
            1.085,      1.193348628,      0.519836599
             1.09,      1.179008353,     0.4791531108
            1.095,       1.16416569,     0.4376311429
              1.1,      1.149087003,      0.395494016
            1.105,       1.13390123,     0.3527781539
             1.11,      1.118404726,     0.3092543816
            1.115,      1.102196293,     0.2645620973
