             Time,          Y-Force,   Work integrand
                0,  9.417833098e-06,                0
            0.004,  -0.004062778334, -9.731166666e-08
            0.008,   -0.01369006553, -1.308989305e-06
            0.012,   -0.02536169752, -5.445257903e-06
            0.016,   -0.03670705716, -1.398274587e-05
             0.02,   -0.04703303136, -2.793762063e-05
            0.024,   -0.05665031536,   -4.8358522e-05
            0.028,    -0.0659972509, -7.652618832e-05
            0.032,   -0.07533998086, -0.0001138706552
            0.036,   -0.08474682967, -0.0001617823758
             0.04,   -0.09418471155, -0.0002215224416
            0.044,    -0.1036078323, -0.0002942578477
            0.048,    -0.1129903633,  -0.000381122823
            0.052,     -0.122327421,  -0.000483259859
            0.056,    -0.1316237313,  -0.000601821607
             0.06,    -0.1408847197,  -0.000737954162
            0.064,    -0.1501132809, -0.0008927825262
            0.068,    -0.1593099963,  -0.001067405014
            0.072,    -0.1684744538,  -0.001262895288
            0.076,    -0.1776062031,  -0.001480306498
             0.08,    -0.1867050864,  -0.001720674076
            0.084,    -0.1957711886,  -0.001985016485
            0.088,    -0.2048046981,  -0.002274334873
            0.092,    -0.2138058145,  -0.002589612605
            0.096,    -0.2227747144,  -0.002931815044
              0.1,    -0.2317115596,  -0.003301889724
            0.104,    -0.2406165131,  -0.003700766669
            0.108,    -0.2494897513,  -0.004129358764
            0.112,    -0.2583314782,  -0.004588562248
            0.116,    -0.2671419141,  -0.005079256835
             0.12,    -0.2759212673,  -0.005602305411
            0.124,    -0.2846697498,  -0.006158554476
            0.128,    -0.2933876142,   -0.00674883519
            0.132,     -0.302075136,  -0.007373963394
            0.136,    -0.3107325723,  -0.008034738901
             0.14,    -0.3193601716,  -0.008731945813
            0.144,    -0.3279582129,  -0.009466353771
            0.148,     -0.336527007,   -0.01023871842
            0.152,    -0.3450668574,    -0.0110497806
            0.156,    -0.3535780475,   -0.01190026603
             0.16,    -0.3620608783,   -0.01279088671
            0.164,    -0.3705156821,   -0.01372234173
            0.168,    -0.3789427785,   -0.01469531607
            0.172,    -0.3873424704,   -0.01571048045
            0.176,    -0.3957151087,   -0.01676849421
             0.18,    -0.4040610939,   -0.01787000594
            0.184,    -0.4123807773,   -0.01901564962
            0.188,    -0.4206744315,   -0.02020604295
            0.192,    -0.4289423695,   -0.02144179273
            0.196,    -0.4371850326,   -0.02272349999
              0.2,    -0.4454029142,   -0.02405175736
            0.204,    -0.4535964203,   -0.02542714204
            0.208,    -0.4617658174,   -0.02685021202
            0.212,    -0.4699112822,   -0.02832150787
            0.216,    -0.4780330129,   -0.02984155884
             0.22,    -0.4861313573,   -0.03141089152
            0.224,    -0.4942068854,   -0.03303003647
            0.228,    -0.5022603207,   -0.03469952618
            0.232,    -0.5102923293,   -0.03641988197
            0.236,    -0.5183033002,   -0.03819159747
             0.24,    -0.5262933236,   -0.04001513398
            0.244,    -0.5342624539,   -0.04189093774
            0.248,    -0.5422110583,   -0.04381946769
            0.252,    -0.5501398847,   -0.04580120512
            0.256,    -0.5580497241,   -0.04783662951
             0.26,    -0.5659409961,   -0.04992618279
            0.264,    -0.5738137151,   -0.05207026193
