             Time,          Y-Force,   Work integrand
                0, -0.0001448108633,                0
             0.02,   -0.04955234152, -2.943409086e-05
             0.04,    -0.0982561756,  -0.000231098525
             0.06,    -0.1442000869,  -0.000755320055
             0.08,    -0.1900700445,   -0.00175168553
              0.1,    -0.2348733305,   -0.00334694496
             0.12,    -0.2789579818,  -0.005663962862
             0.14,    -0.3222769337,  -0.008811695922
             0.16,    -0.3648941493,    -0.0128909805
             0.18,    -0.4068417002,   -0.01799298103
              0.2,    -0.4481402203,    -0.0241995719
             0.22,    -0.4887984009,   -0.03158321988
             0.24,    -0.5288534272,   -0.04020978378
             0.26,    -0.5683875405,   -0.05014201205
             0.28,    -0.6074798866,   -0.06143808582
              0.3,    -0.6461755986,   -0.07414864994
             0.32,    -0.6845179653,   -0.08831924596
             0.34,     -0.722568235,    -0.1039934655
             0.36,     -0.760392493,    -0.1212126465
             0.38,    -0.7980570595,    -0.1400159189
              0.4,    -0.8356320045,    -0.1604413449
             0.42,    -0.8731912004,    -0.1825266494
             0.44,    -0.9108121778,     -0.206309888
             0.46,    -0.9485755319,    -0.2318299629
             0.48,    -0.9865635562,    -0.2591268374
              0.5,     -1.024859427,    -0.2882417138
             0.52,     -1.063545535,     -0.319216811
             0.54,     -1.102700868,    -0.3520945926
             0.56,      -1.14239923,    -0.3869169103
             0.58,     -1.182707353,    -0.4237238324
              0.6,     -1.223681778,    -0.4625517121
             0.62,      -1.26536664,    -0.5034311793
             0.64,     -1.307793332,    -0.5463855917
             0.66,      -1.35098031,    -0.5914294582
             0.68,     -1.394932505,    -0.6385666222
              0.7,     -1.439641554,    -0.6877887526
             0.72,     -1.485087278,    -0.7390744749
             0.74,     -1.531239809,    -0.7923890391
             0.76,     -1.578061456,    -0.8476841161
             0.78,     -1.625507069,    -0.9048970281
              0.8,     -1.673522031,    -0.9639486899
             0.82,     -1.722037916,     -1.024739991
             0.84,     -1.770966189,     -1.087146556
             0.86,     -1.820190319,      -1.15101191
             0.88,     -1.869556639,     -1.216139116
              0.9,     -1.918864378,     -1.282281121
             0.92,     -1.967855241,     -1.349130067
             0.94,     -2.016202822,     -1.416305867
             0.96,     -2.063502823,     -1.483344877
             0.98,       -2.1092664,     -1.549690679
                1,     -2.152921427,      -1.61469107
             1.02,     -2.193828136,     -1.677607212
             1.04,     -2.231315609,     -1.737641494
             1.06,     -2.264743036,     -1.793989019
             1.08,     -2.293578193,     -1.845908427
              1.1,     -2.317468825,     -1.892792663
             1.12,     -2.336265361,     -1.934203438
             1.14,     -2.349975008,      -1.96984775
             1.16,     -2.358685189,     -1.999523478
             1.18,     -2.362497876,     -2.023068356
              1.2,     -2.361483846,     -2.040322043
             1.22,      -2.35564541,     -2.051093437
             1.24,     -2.344871981,      -2.05512084
             1.26,       -2.3289284,     -2.052060734
             1.28,     -2.307531369,     -2.041556073
              1.3,     -2.280489886,     -2.023364652
             1.32,     -2.247814398,     -1.997461822
             1.34,        -2.209715,     -1.964043306
             1.36,     -2.166486656,     -1.923424185
             1.38,     -2.118402184,      -1.87594258
              1.4,     -2.065700354,     -1.821947712
             1.42,     -2.008549292,     -1.761766874
             1.44,     -1.946877018,     -1.695558557
             1.46,     -1.880252018,     -1.623217807
             1.48,     -1.808014678,     -1.544507387
              1.5,     -1.729571579,      -1.45932602
             1.52,     -1.644627258,     -1.367908854
             1.54,     -1.553237112,     -1.270861711
             1.56,     -1.455720159,     -1.169071391
             1.58,     -1.352536754,     -1.063588917
              1.6,     -1.244198333,    -0.9555443201
             1.62,     -1.131210444,    -0.8460933768
             1.64,     -1.014026743,    -0.7363781088
             1.66,    -0.8930152665,    -0.6275021814
             1.68,    -0.7684568594,    -0.5205342336
              1.7,    -0.6405705235,    -0.4165309829
             1.72,    -0.5095431382,    -0.3165608082
             1.74,    -0.3755391937,    -0.2217115803
             1.76,    -0.2386966017,    -0.1330895868
             1.78,   -0.09913011208,   -0.05182383478
              1.8,    0.04305915527,    0.02092674946
             1.82,      0.187794739,    0.08397692461
             1.84,      0.335072077,     0.1361304028
             1.86,     0.4850158608,     0.1761858916
             1.88,     0.6379257553,      0.202921631
              1.9,     0.7943133839,     0.2150603487
             1.92,     0.9549424435,     0.2112179894
             1.94,      1.120870849,     0.1898329288
             1.96,      1.293472698,     0.1490701415
             1.98,      1.474413946,    0.08670438652
                2,      1.665553952, -6.287063576e-15
              nan,     -2.270333942,     -1.592262965
