             Time,          Y-Force,   Work integrand
                0, -0.0003286544032,                0
             0.02,   -0.04974283363, -2.954724317e-05
             0.04,   -0.09845815219,  -0.000231573574
             0.06,    -0.1444125771,  -0.000756433079
             0.08,    -0.1902937193,  -0.001753746918
              0.1,    -0.2351079685,  -0.003350288551
             0.12,     -0.279203331,  -0.005668944432
             0.14,     -0.322532991,  -0.008818697041
             0.16,    -0.3651614885,   -0.01290042507
             0.18,    -0.4071200124,   -0.01800528967
              0.2,    -0.4484268479,   -0.02421504979
             0.22,    -0.4890919886,   -0.03160218975
             0.24,    -0.5291574806,   -0.04023290157
             0.26,    -0.5687052875,   -0.05017004305
             0.28,    -0.6078091219,   -0.06147138335
              0.3,    -0.6465123491,   -0.07418729206
             0.32,    -0.6848612062,   -0.08836353227
             0.34,     -0.722918629,    -0.1040438949
             0.36,    -0.7607493536,     -0.121269533
             0.38,    -0.7984181372,    -0.1400792685
              0.4,    -0.8359946819,    -0.1605109789
             0.42,    -0.8735529938,    -0.1826022765
             0.44,    -0.9111706641,    -0.2063910895
             0.46,    -0.9489284625,    -0.2319162184
             0.48,     -0.986909312,    -0.2592176523
              0.5,     -1.025197292,    -0.2883367383
             0.52,     -1.063875749,    -0.3193159228
             0.54,     -1.103024759,    -0.3521980117
             0.56,     -1.142719062,    -0.3870252338
             0.58,     -1.183025631,    -0.4238378606
              0.6,     -1.224000419,    -0.4626721582
             0.62,     -1.265686185,    -0.5035583116
             0.64,     -1.308112433,    -0.5465189097
             0.66,     -1.351296172,    -0.5915677357
             0.68,     -1.395242642,    -0.6387085957
              0.7,     -1.439946086,    -0.6879342425
             0.72,     -1.485390447,    -0.7392253515
             0.74,     -1.531549585,    -0.7925493422
             0.76,     -1.578387151,    -0.8478590693
             0.78,     -1.625856317,    -0.9050914495
              0.8,     -1.673898842,    -0.9641657332
             0.82,     -1.722442515,     -1.024980757
             0.84,     -1.771396232,     -1.087410548
             0.86,     -1.820642714,     -1.151297985
             0.88,     -1.870029349,     -1.216446612
              0.9,     -1.919357844,     -1.282610879
             0.92,     -1.968373532,       -1.3494854
             0.94,     -2.016755034,     -1.416693775
             0.96,     -2.064104894,     -1.483777675
             0.98,     -2.109943675,     -1.550188278
                1,      -2.15371061,     -1.615282957
             1.02,     -2.194777354,     -1.678333074
             1.04,     -2.232481065,     -1.738549094
             1.06,      -2.26618192,     -1.795128814
             1.08,     -2.295341569,      -1.84732762
              1.1,     -2.319598596,     -1.894532154
             1.12,     -2.338798809,     -1.936300889
             1.14,     -2.352959164,     -1.972349195
             1.16,     -2.362185838,     -2.002491076
             1.18,     -2.366577501,     -2.026561845
              1.2,     -2.366152763,     -2.044355987
             1.22,     -2.360819777,     -2.055598831
             1.24,     -2.350373803,     -2.059942813
             1.26,     -2.334552383,     -2.057016126
             1.28,     -2.313148783,     -2.046526002
              1.3,     -2.286101311,     -2.028343388
             1.32,     -2.253505198,     -2.002518803
             1.34,     -2.215546656,      -1.96922661
             1.36,     -2.172390933,     -1.928666049
             1.38,     -2.124108779,     -1.880996033
              1.4,     -2.070710854,     -1.826366973
             1.42,      -2.01222686,     -1.764992594
             1.44,     -1.948690863,     -1.697138257
             1.46,     -1.880028323,     -1.623024691
             1.48,     -1.805999741,     -1.542786115
              1.5,     -1.726291531,     -1.456558479
             1.52,     -1.640675692,     -1.364622162
             1.54,     -1.549115303,     -1.267489239
             1.56,     -1.451765765,     -1.165895664
             1.58,     -1.348905895,     -1.060733733
              1.6,     -1.240860277,    -0.9529806928
             1.62,     -1.127953054,    -0.8436569984
             1.64,     -1.010504263,    -0.7338201117
             1.66,    -0.8888561113,    -0.6245796346
             1.68,    -0.7633990113,    -0.5171081687
              1.7,     -0.634558709,    -0.4126218005
             1.72,    -0.5027343129,    -0.3123307302
             1.74,    -0.3682261334,    -0.2173940811
             1.76,    -0.2312068584,    -0.1289135456
             1.78,   -0.09175234555,   -0.04796684172
              1.8,    0.05010214452,    0.02434964224
             1.82,     0.1943374812,    0.08690266882
             1.84,       0.34098603,     0.1385330764
             1.86,      0.490200425,      0.178069226
             1.88,     0.6423137271,     0.2043174273
              1.9,     0.7978770784,      0.216025219
             1.92,     0.9576855706,     0.2118247252
             1.94,      1.122806846,      0.190160813
             1.96,      1.294604849,     0.1492006197
             1.98,      1.474729104,    0.08672291967
                2,      1.665032605, -6.285095619e-15
              nan,     -2.270137917,     -1.592581014
