             Time,          Y-Force,   Work integrand
                0,  9.417833098e-06,                0
            0.004,    0.01124676629,  -3.64946507e-06
            0.008,    0.03736753815, -3.834300766e-05
            0.012,    0.06860216781, -0.0001318705795
            0.016,    0.09884586556, -0.0003092561425
             0.02,      0.126477098, -0.0005993762022
            0.024,     0.1523286305,  -0.001019317688
            0.028,     0.1774794717,  -0.001586802537
            0.032,     0.2026006079,  -0.002323932378
            0.036,     0.2278745986,  -0.003247706773
             0.04,      0.253208992,  -0.004371305028
            0.044,     0.2784838166,  -0.005707399901
            0.048,     0.3036351393,  -0.007266901444
            0.052,     0.3286514637,  -0.009058650029
            0.056,     0.3535461501,   -0.01109038189
             0.06,     0.3783354192,   -0.01336864251
            0.064,     0.4030299378,   -0.01589852362
            0.068,     0.4276353493,   -0.01868383472
            0.072,     0.4521558083,   -0.02172728276
            0.076,     0.4765964628,   -0.02503054703
             0.08,     0.5009642366,   -0.02859438834
            0.084,     0.5252676868,   -0.03241876993
            0.088,     0.5495166761,   -0.03650295292
            0.092,     0.5737221164,   -0.04084558429
            0.096,     0.5978957893,   -0.04544479152
              0.1,     0.6220503597,   -0.05029827607
            0.104,     0.6461994445,   -0.05540340405
            0.108,     0.6703575574,   -0.06075729228
            0.112,     0.6945400351,   -0.06635688801
            0.116,     0.7187630285,   -0.07219904694
             0.12,     0.7430434878,   -0.07828061427
            0.124,     0.7673991466,   -0.08459849994
            0.128,     0.7918485018,   -0.09114974316
            0.132,     0.8164107579,   -0.09793157679
            0.136,     0.8411058003,    -0.1049414958
             0.14,      0.865954251,    -0.1121773265
            0.144,     0.8909775269,    -0.1196372892
            0.148,     0.9161977558,    -0.1273200445
            0.152,     0.9416375704,    -0.1352247238
            0.156,     0.9673200497,    -0.1433509673
             0.16,     0.9932688797,    -0.1516989751
            0.164,      1.019508366,    -0.1602695443
            0.168,      1.046063104,    -0.1690640622
            0.172,      1.072957692,    -0.1780844692
            0.176,      1.100216717,    -0.1873332361
             0.18,      1.127864657,    -0.1968133551
            0.184,      1.155925407,    -0.2065282868
            0.188,      1.184421906,    -0.2164818649
            0.192,      1.213376306,    -0.2266782256
            0.196,      1.242810305,     -0.237121773
              0.2,      1.272744937,    -0.2478170999
            0.204,      1.303199775,    -0.2587688207
            0.208,      1.334192087,    -0.2699813837
            0.212,      1.365736505,    -0.2814589489
            0.216,      1.397845277,    -0.2932053317
             0.22,      1.430528743,    -0.3052239448
            0.224,      1.463795669,    -0.3175177137
            0.228,       1.49765331,    -0.3300890129
            0.232,      1.532107137,    -0.3429396447
            0.236,      1.567160275,     -0.356070787
             0.24,      1.602813112,    -0.3694828701
            0.244,       1.63906372,    -0.3831755015
            0.248,      1.675908996,    -0.3971475573
            0.252,      1.713345372,    -0.4113973404
            0.256,       1.75136813,    -0.4259225602
             0.26,      1.789969929,    -0.4407200798
            0.264,      1.829140225,    -0.4557856803
            0.268,      1.868866297,    -0.4711140765
            0.272,      1.909134712,    -0.4866991004
            0.276,      1.949931454,    -0.5025337333
             0.28,      1.991240415,    -0.5186098315
            0.284,      2.033041692,    -0.5349177397
            0.288,       2.07531133,    -0.5514461096
            0.292,      2.118022571,     -0.568182016
            0.296,      2.161147171,    -0.5851111522
              0.3,      2.204655443,    -0.6022178429
            0.304,      2.248515107,    -0.6194848444
            0.308,      2.292690261,    -0.6368931466
            0.312,      2.337141532,    -0.6544219915
            0.316,      2.381827216,     -0.672049106
             0.32,      2.426704312,    -0.6897509519
            0.324,      2.471728586,    -0.7075028144
            0.328,      2.516853872,    -0.7252787414
            0.332,      2.562031524,    -0.7430515013
            0.336,      2.607210743,     -0.760792699
             0.34,      2.652339599,    -0.7784730302
            0.344,      2.697365903,    -0.7960625176
