             Time,          Y-Force,   Work integrand
                0,    -0.0248044779,                0
            0.005,  -0.007905642891, -7.800597875e-06
             0.01,    0.02858895571, -7.721246296e-05
            0.015,    0.06823882719, -0.0002598267265
             0.02,     0.1042998071, -0.0006107418144
            0.025,     0.1374874395,  -0.001173961812
             0.03,     0.1698599544,  -0.001983864651
            0.035,      0.202411958,  -0.003083532409
             0.04,     0.2351998057,  -0.004504899232
            0.045,     0.2679750043,  -0.006273327182
             0.05,     0.3006038624,  -0.008412291731
            0.055,     0.3330756559,   -0.01094048167
             0.06,     0.3654211643,   -0.01387329675
            0.065,     0.3976626082,   -0.01722313019
             0.07,      0.429803228,   -0.02099889024
            0.075,     0.4618454991,   -0.02520668741
             0.08,      0.493804716,    -0.0298502521
            0.085,     0.5257006707,   -0.03493108177
             0.09,     0.5575464764,    -0.0404486468
            0.095,     0.5893532485,   -0.04640078599
              0.1,     0.6211408669,   -0.05278410851
            0.105,      0.652939198,   -0.05959434113
             0.11,     0.6847796221,   -0.06682658523
            0.115,     0.7166888306,   -0.07447528607
             0.12,     0.7486928523,   -0.08253445707
            0.125,     0.7808240247,   -0.09099821365
             0.13,     0.8131208319,   -0.09986102624
            0.135,     0.8456234781,    -0.1091178708
             0.14,     0.8783714058,     -0.118764283
            0.145,     0.9114020025,     -0.128796295
             0.15,     0.9447521166,    -0.1392106358
            0.155,     0.9784619029,     -0.150005005
             0.16,      1.012576192,    -0.1611782783
            0.165,       1.04714219,    -0.1727304633
             0.17,      1.082204631,    -0.1846622663
            0.175,      1.117802363,    -0.1969749502
             0.18,      1.153969804,    -0.2096704531
            0.185,      1.190740891,    -0.2227515778
             0.19,      1.228150711,    -0.2362220899
            0.195,      1.266235646,    -0.2500866309
              0.2,      1.305031938,    -0.2643504447
            0.205,      1.344573369,    -0.2790191135
             0.21,      1.384890041,    -0.2940983046
            0.215,      1.426008284,    -0.3095934616
             0.22,       1.46795147,    -0.3255096366
            0.225,      1.510740061,    -0.3418513501
             0.23,      1.554390366,    -0.3586221761
