             Time,          Y-Force,   Work integrand
                0,  5.576293772e-05,                0
             0.02,    0.01542121825, -0.0001468781564
             0.04,    0.05730815758,  -0.001973700107
             0.06,     0.1208678177,  -0.008343874536
             0.08,     0.2021398704,   -0.02187040364
              0.1,     0.2979000659,   -0.04399609469
             0.12,     0.4057431104,   -0.07476860115
             0.14,     0.5241693292,    -0.1131266445
             0.16,     0.6525427044,    -0.1574947763
             0.18,     0.7908694554,    -0.2064593322
              0.2,      0.939326366,    -0.2592588399
             0.22,      1.097662974,    -0.3158898886
             0.24,      1.264913071,    -0.3769107659
             0.26,      1.439647202,    -0.4431737836
             0.28,      1.620404281,    -0.5154955231
              0.3,      1.805873199,     -0.594210775
             0.32,      1.994762758,     -0.678777052
             0.34,      2.185493196,    -0.7675882703
             0.36,      2.375906905,     -0.858007691
             0.38,      2.563153007,     -0.946599256
              0.4,      2.743719346,     -1.029484155
             0.42,       2.91354385,      -1.10272519
             0.44,      3.068183307,     -1.162652614
             0.46,      3.203063724,     -1.206103688
             0.48,      3.313862684,     -1.230660173
              0.5,      3.396830382,     -1.234711005
             0.52,      3.449039464,     -1.217377602
             0.54,      3.468630619,     -1.178447096
             0.56,      3.455033642,     -1.118352118
             0.58,      3.409086044,     -1.038156985
              0.6,       3.33294029,      -0.93936013
             0.62,        3.2299389,    -0.8238252643
             0.64,      3.104403233,    -0.6937366084
             0.66,       2.96129758,    -0.5514573204
             0.68,      2.805931527,    -0.3995976911
              0.7,      2.643624338,    -0.2409836322
             0.72,      2.479380328,   -0.07857783667
             0.74,      2.317675179,    0.08436245572
             0.76,      2.162245414,     0.2443264701
             0.78,      2.015913726,     0.3977733836
              0.8,      1.880556616,     0.5410928061
             0.82,      1.757159866,     0.6705114446
             0.84,      1.645902603,      0.782331776
             0.86,      1.546315382,     0.8733153776
             0.88,      1.457521733,     0.9408543852
              0.9,      1.378475812,     0.9831096186
             0.92,       1.30811735,      0.999258819
             0.94,      1.245418205,     0.9895425066
             0.96,      1.189355198,     0.9550565945
             0.98,      1.138856028,     0.8976000796
                1,      1.092734696,     0.8195510219
             1.02,      1.049645872,      0.723454305
             1.04,      1.008153509,     0.6116643738
             1.06,     0.9667298526,     0.4862606838
             1.08,     0.9237142212,     0.3487172481
              1.1,     0.8773638114,     0.1992309134
             1.12,     0.8254377043,     0.0360742688
             1.14,     0.7653404954,    -0.1438646647
             1.16,     0.6942228444,       -0.3446459
             1.18,     0.6086019053,    -0.5717957274
              1.2,     0.5045500179,    -0.8317888866
             1.22,     0.3782272615,     -1.130178153
             1.24,     0.2264521575,     -1.469705204
             1.26,    0.04676454516,     -1.849649455
             1.28,    -0.1622986275,     -2.265394169
              1.3,    -0.4004251628,     -2.707804478
             1.32,     -0.665888316,     -3.165030468
             1.34,    -0.9559647246,     -3.624924901
             1.36,     -1.266279064,     -4.073966936
             1.38,     -1.590726661,     -4.496454557
              1.4,     -1.922221207,     -4.877072867
             1.42,     -2.252675374,     -5.202624463
             1.44,     -2.572806296,     -5.461483912
             1.46,     -2.872962666,     -5.643804638
             1.48,     -3.144490422,     -5.743887446
              1.5,     -3.380060236,     -5.760239487
             1.52,     -3.572515977,     -5.692223122
             1.54,     -3.715291262,     -5.540501984
             1.56,      -3.80434201,     -5.310076416
             1.58,      -3.83796753,     -5.009609252
              1.6,     -3.816023114,     -4.649531378
             1.62,     -3.739347281,     -4.240424495
             1.64,     -3.609258257,     -3.792853095
             1.66,     -3.428893657,     -3.319751511
             1.68,     -3.202373836,     -2.835284761
              1.7,     -2.933858331,     -2.352508198
             1.72,     -2.628332678,     -1.883862821
             1.74,     -2.291908642,     -1.441569981
             1.76,      -1.93152572,     -1.036705596
             1.78,     -1.554568201,    -0.6782489864
              1.8,     -1.169007788,    -0.3732762697
             1.82,    -0.7831104976,    -0.1264009812
             1.84,    -0.4042893787,    0.06147183225
             1.86,   -0.03848060495,     0.1928490767
             1.88,     0.3086428654,     0.2719202304
              1.9,     0.6316470846,      0.304103443
             1.92,     0.9263483755,     0.2960602138
             1.94,      1.189835326,     0.2549650885
             1.96,      1.419654294,     0.1877598265
             1.98,      1.613829255,     0.1008844359
                2,      1.769823599,  5.293883713e-14
              nan,     0.8731091801,     -2.300575428
