           Time         Y-Force  Work integrand            Mass      Mass error
          0.000    0.0020582837    0.0000000000             NaN             NaN
          0.001    0.0026191942    0.0000000039             NaN             NaN
          0.002    0.0025721082    0.0000000153             NaN             NaN
          0.003    0.0024773196    0.0000000333             NaN             NaN
          0.004    0.0024083915    0.0000000575             NaN             NaN
          0.005    0.0023211805    0.0000000867             NaN             NaN
          0.006    0.0021945596    0.0000001180             NaN             NaN
          0.007    0.0020309931    0.0000001485             NaN             NaN
          0.008    0.0018311935    0.0000001749             NaN             NaN
          0.009    0.0015926479    0.0000001924             NaN             NaN
          0.010    0.0013166326    0.0000001963             NaN             NaN
          0.011    0.0010074800    0.0000001817             NaN             NaN
          0.012    0.0006684730    0.0000001434             NaN             NaN
          0.013    0.0003009687    0.0000000757             NaN             NaN
          0.014   -0.0000940071   -0.0000000274             NaN             NaN
          0.015   -0.0005148573   -0.0000001723             NaN             NaN
          0.016   -0.0009599637   -0.0000003654             NaN             NaN
          0.017   -0.0014285368   -0.0000006136             NaN             NaN
          0.018   -0.0019208159   -0.0000009246             NaN             NaN
          0.019   -0.0024376254   -0.0000013067             NaN             NaN
          0.020   -0.0029797720   -0.0000017691             NaN             NaN
          0.021   -0.0035476793   -0.0000023210             NaN             NaN
          0.022   -0.0041413571   -0.0000029722             NaN             NaN
          0.023   -0.0047605767   -0.0000037325             NaN             NaN
          0.024   -0.0054050664   -0.0000046120             NaN             NaN
          0.025   -0.0060746140   -0.0000056215             NaN             NaN
          0.026   -0.0067690753   -0.0000067720             NaN             NaN
          0.027   -0.0074883421   -0.0000080750             NaN             NaN
          0.028   -0.0082323177   -0.0000095423             NaN             NaN
          0.029   -0.0090009108   -0.0000111862             NaN             NaN
          0.030   -0.0097940273   -0.0000130193             NaN             NaN
          0.031   -0.0106115556   -0.0000150546             NaN             NaN
          0.032   -0.0114533477   -0.0000173055             NaN             NaN
          0.033   -0.0123192088   -0.0000197854             NaN             NaN
          0.034   -0.0132089057   -0.0000225083             NaN             NaN
          0.035   -0.0141221908   -0.0000254882             NaN             NaN
