           Time         Y-Force  Work integrand            Mass      Mass error
          0.000    0.0020582837    0.0000000000             NaN             NaN
          0.001    0.0020814502    0.0000000031             NaN             NaN
          0.002    0.0015322939    0.0000000091             NaN             NaN
          0.003    0.0014880723    0.0000000200             NaN             NaN
          0.004    0.0021505705    0.0000000514             NaN             NaN
          0.005    0.0026259799    0.0000000980             NaN             NaN
          0.006    0.0025092930    0.0000001349             NaN             NaN
          0.007    0.0019461718    0.0000001423             NaN             NaN
          0.008    0.0012265900    0.0000001171             NaN             NaN
          0.009    0.0005444802    0.0000000658             NaN             NaN
          0.010   -0.0000426110   -0.0000000064             NaN             NaN
          0.011   -0.0005434792   -0.0000000980             NaN             NaN
          0.012   -0.0009759387   -0.0000002094             NaN             NaN
          0.013   -0.0013472735   -0.0000003391             NaN             NaN
          0.014   -0.0016555570   -0.0000004830             NaN             NaN
          0.015   -0.0019017919   -0.0000006366             NaN             NaN
          0.016   -0.0021009646   -0.0000007998             NaN             NaN
          0.017   -0.0022827944   -0.0000009806             NaN             NaN
          0.018   -0.0024844456   -0.0000011959             NaN             NaN
          0.019   -0.0027412761   -0.0000014695             NaN             NaN
          0.020   -0.0030793986   -0.0000018283             NaN             NaN
          0.021   -0.0035125633   -0.0000022981             NaN             NaN
          0.022   -0.0040434910   -0.0000029020             NaN             NaN
          0.023   -0.0046668501   -0.0000036590             NaN             NaN
          0.024   -0.0053714866   -0.0000045834             NaN             NaN
          0.025   -0.0061419551   -0.0000056838             NaN             NaN
          0.026   -0.0069602450   -0.0000069633             NaN             NaN
          0.027   -0.0078079336   -0.0000084196             NaN             NaN
          0.028   -0.0086686243   -0.0000100480             NaN             NaN
          0.029   -0.0095305286   -0.0000118444             NaN             NaN
          0.030   -0.0103886695   -0.0000138098             NaN             NaN
          0.031   -0.0112456433   -0.0000159542             NaN             NaN
          0.032   -0.0121100827   -0.0000182978             NaN             NaN
          0.033   -0.0129930758   -0.0000208677             NaN             NaN
          0.034   -0.0139040091   -0.0000236928             NaN             NaN
          0.035   -0.0148476488   -0.0000267975             NaN             NaN
          0.036   -0.0158235192   -0.0000301989             NaN             NaN
          0.037   -0.0168273815   -0.0000339067             NaN             NaN
          0.038   -0.0178536984   -0.0000379265             NaN             NaN
          0.039   -0.0188978313   -0.0000422639             NaN             NaN
          0.040   -0.0199572304   -0.0000469278             NaN             NaN
          0.041   -0.0210315686   -0.0000519314             NaN             NaN
          0.042   -0.0221222091   -0.0000572926             NaN             NaN
          0.043   -0.0232314613   -0.0000630327             NaN             NaN
          0.044   -0.0243618974   -0.0000691750             NaN             NaN
          0.045   -0.0255158081   -0.0000757438             NaN             NaN
          0.046   -0.0266948029   -0.0000827627             NaN             NaN
          0.047   -0.0278995650   -0.0000902538             NaN             NaN
          0.048   -0.0291298011   -0.0000982362             NaN             NaN
          0.049   -0.0303844013   -0.0001067269             NaN             NaN
          0.050   -0.0316617685   -0.0001157405             NaN             NaN
          0.051   -0.0329602192   -0.0001252909             NaN             NaN
          0.052   -0.0342783288   -0.0001353924             NaN             NaN
          0.053   -0.0356151209   -0.0001460604             NaN             NaN
          0.054   -0.0369700616   -0.0001573122             NaN             NaN
          0.055   -0.0383429019   -0.0001691661             NaN             NaN
          0.056   -0.0397334705   -0.0001816409             NaN             NaN
          0.057   -0.0411415275   -0.0001947552             NaN             NaN
          0.058   -0.0425667489   -0.0002085274             NaN             NaN
          0.059   -0.0440088416   -0.0002229761             NaN             NaN
          0.060   -0.0454677210   -0.0002381208             NaN             NaN
          0.061   -0.0469436572   -0.0002539835             NaN             NaN
          0.062   -0.0484373061   -0.0002705886             NaN             NaN
          0.063   -0.0499495911   -0.0002879626             NaN             NaN
          0.064   -0.0514814592   -0.0003061334             NaN             NaN
          0.065   -0.0530335827   -0.0003251279             NaN             NaN
          0.066   -0.0546061010   -0.0003449706             NaN             NaN
          0.067   -0.0561984820   -0.0003656820             NaN             NaN
          0.068   -0.0578095507   -0.0003872782             NaN             NaN
          0.069   -0.0594376763   -0.0004097715             NaN             NaN
          0.070   -0.0610810712   -0.0004331720             NaN             NaN
          0.071   -0.0627381258   -0.0004574901             NaN             NaN
          0.072   -0.0644076964   -0.0004827384             NaN             NaN
          0.073   -0.0660892871   -0.0005089339             NaN             NaN
          0.074   -0.0677830894   -0.0005360987             NaN             NaN
          0.075   -0.0694898827   -0.0005642601             NaN             NaN
          0.076   -0.0712108268   -0.0005934492             NaN             NaN
          0.077   -0.0729471979   -0.0006236994             NaN             NaN
          0.078   -0.0747001261   -0.0006550442             NaN             NaN
          0.079   -0.0764703876   -0.0006875151             NaN             NaN
          0.080   -0.0782582840   -0.0007211401             NaN             NaN
          0.081   -0.0800636240   -0.0007559430             NaN             NaN
          0.082   -0.0818857939   -0.0007919437             NaN             NaN
          0.083   -0.0837238929   -0.0008291589             NaN             NaN
          0.084   -0.0855768944   -0.0008676035             NaN             NaN
          0.085   -0.0874438019   -0.0009072918             NaN             NaN
          0.086   -0.0893237714   -0.0009482389             NaN             NaN
          0.087   -0.0912161880   -0.0009904621             NaN             NaN
          0.088   -0.0931206926   -0.0010339808             NaN             NaN
          0.089   -0.0950371687   -0.0010788170             NaN             NaN
          0.090   -0.0969656992   -0.0011249952             NaN             NaN
          0.091   -0.0989065087   -0.0011725416             NaN             NaN
          0.092   -0.1008599022   -0.0012214839             NaN             NaN
          0.093   -0.1028262090   -0.0012718507             NaN             NaN
          0.094   -0.1048057375   -0.0013236704             NaN             NaN
          0.095   -0.1067987432   -0.0013769717             NaN             NaN
