                Time,             Y-Force,      Work integrand,                Mass,           Mass error
    0.0000000000E+00,   -1.1746930068E-05,    0.0000000000E+00,    7.8539816473E-01,                  NaN
    1.9531250000E-03,   -5.4959588753E-05,   -6.7506911487E-10,    7.8539816473E-01,                  NaN
    3.9062500000E-03,   -2.2649941019E-04,   -9.0837109406E-09,    7.8539816473E-01,                  NaN
    5.8593750000E-03,   -4.8817465077E-04,   -4.0778319540E-08,    7.8539816473E-01,                  NaN
    7.8125000000E-03,   -8.5005791342E-04,   -1.1996856635E-07,    7.8539816473E-01,                  NaN
    9.7656250000E-03,   -1.3134765046E-03,   -2.7906140574E-07,    7.8539816473E-01,                  NaN
    1.1718750000E-02,   -1.8767245460E-03,   -5.5812694883E-07,    7.8539816473E-01,                  NaN
    1.3671875000E-02,   -2.5401385026E-03,   -1.0051891174E-06,    7.8539816473E-01,                  NaN
    1.5625000000E-02,   -3.3044697998E-03,   -1.6762074736E-06,    7.8539816473E-01,                  NaN
    1.7578125000E-02,   -4.1701486769E-03,   -2.6349214065E-06,    7.8539816473E-01,                  NaN
    1.9531250000E-02,   -5.1373665381E-03,   -3.9527294441E-06,    7.8539816473E-01,                  NaN
    2.1484375000E-02,   -6.2064220342E-03,   -5.7086868417E-06,    7.8539816473E-01,                  NaN
    2.3437500000E-02,   -7.3778635403E-03,   -7.9896020497E-06,    7.8539816473E-01,                  NaN
    2.5390625000E-02,   -8.6522975103E-03,   -1.0890119541E-05,    7.8539816473E-01,                  NaN
    2.7343750000E-02,   -1.0030226665E-02,   -1.4512662502E-05,    7.8539816473E-01,                  NaN
    2.9296875000E-02,   -1.1511952189E-02,   -1.8967009809E-05,    7.8539816473E-01,                  NaN
    3.1250000000E-02,   -1.3097453314E-02,   -2.4369738181E-05,    7.8539816473E-01,                  NaN
    3.3203125000E-02,   -1.4786670849E-02,   -3.0844590513E-05,    7.8539816473E-01,                  NaN
    3.5156250000E-02,   -1.6580246919E-02,   -3.8524034862E-05,    7.8539816473E-01,                  NaN
    3.7109375000E-02,   -1.8479582215E-02,   -4.7549876994E-05,    7.8539816473E-01,                  NaN
    3.9062500000E-02,   -2.0485590631E-02,   -5.8070978321E-05,    7.8539816473E-01,                  NaN
    4.1015625000E-02,   -2.2597719858E-02,   -7.0240457626E-05,    7.8539816473E-01,                  NaN
    4.2968750000E-02,   -2.4814931663E-02,   -8.4216819579E-05,    7.8539816473E-01,                  NaN
    4.4921875000E-02,   -2.7137512637E-02,   -1.0016834352E-04,    7.8539816473E-01,                  NaN
    4.6875000000E-02,   -2.9567144526E-02,   -1.1827465074E-04,    7.8539816473E-01,                  NaN
    4.8828125000E-02,   -3.2105091974E-02,   -1.3872274168E-04,    7.8539816473E-01,                  NaN
    5.0781250000E-02,   -3.4751014823E-02,   -1.6170265099E-04,    7.8539816473E-01,                  NaN
    5.2734375000E-02,   -3.7503878346E-02,   -1.8740836563E-04,    7.8539816473E-01,                  NaN
    5.4687500000E-02,   -4.0363511633E-02,   -2.1604216369E-04,    7.8539816473E-01,                  NaN
    5.6640625000E-02,   -4.3330785726E-02,   -2.4781633392E-04,    7.8539816473E-01,                  NaN
    5.8593750000E-02,   -4.6406509978E-02,   -2.8295078614E-04,    7.8539816473E-01,                  NaN
    6.0546875000E-02,   -4.9590693031E-02,   -3.2167070594E-04,    7.8539816473E-01,                  NaN
    6.2500000000E-02,   -5.2882959915E-02,   -3.6420718698E-04,    7.8539816473E-01,                  NaN
    6.4453125000E-02,   -5.6283299630E-02,   -4.1079870726E-04,    7.8539816473E-01,                  NaN
    6.6406250000E-02,   -5.9792114383E-02,   -4.6169028538E-04,    7.8539816473E-01,                  NaN
    6.8359375000E-02,   -6.3409643427E-02,   -5.1713109412E-04,    7.8539816473E-01,                  NaN
    7.0312500000E-02,   -6.7135595206E-02,   -5.7737402911E-04,    7.8539816473E-01,                  NaN
    7.2265625000E-02,   -7.0969425654E-02,   -6.4267838773E-04,    7.8539816473E-01,                  NaN
    7.4218750000E-02,   -7.4910875424E-02,   -7.1331271013E-04,    7.8539816473E-01,                  NaN
    7.6171875000E-02,   -7.8960144724E-02,   -7.8955426779E-04,    7.8539816473E-01,                  NaN
    7.8125000000E-02,   -8.3117556751E-02,   -8.7168519902E-04,    7.8539816473E-01,                  NaN
    8.0078125000E-02,   -8.7383088610E-02,   -9.5998871605E-04,    7.8539816473E-01,                  NaN
    8.2031250000E-02,   -9.1756204077E-02,   -1.0547486136E-03,    7.8539816473E-01,                  NaN
    8.3984375000E-02,   -9.6236078399E-02,   -1.1562521685E-03,    7.8539816473E-01,                  NaN
    8.5937500000E-02,   -1.0082197350E-01,   -1.2647937636E-03,    7.8539816473E-01,                  NaN
    8.7890625000E-02,   -1.0551346937E-01,   -1.3806764376E-03,    7.8539816473E-01,                  NaN
