Time, Y-Force, Work integrand
0.0000000000e+00, +6.8871816459e-04, +0.0000000000e+00
8.9086701000e-04, -1.4158121417e-03, -1.6847255122e-09
1.7817353340e-03, -3.5192910582e-03, -1.6743481210e-08
2.6726057860e-03, -5.6217150671e-03, -6.0151873772e-08
3.5634791800e-03, -7.7230806507e-03, -1.4684385958e-07
4.4543563250e-03, -9.8233842913e-03, -2.9171178441e-07
5.3452380310e-03, -1.1922622471e-02, -5.0960642314e-07
6.2361251030e-03, -1.4020791673e-02, -8.1533701776e-07
7.1270183480e-03, -1.6117888378e-02, -1.2236713168e-06
8.0179185720e-03, -1.8213909070e-02, -1.7493356132e-06
8.9088265760e-03, -2.0308850229e-02, -2.4070147797e-06
9.7997431660e-03, -2.2402708340e-02, -3.2113523105e-06
1.0690669142e-02, -2.4495479883e-02, -4.1769503526e-06
1.1581605306e-02, -2.6587161342e-02, -5.3183697463e-06
1.2472552458e-02, -2.8677749199e-02, -6.6501300589e-06
1.3363511396e-02, -3.0767239935e-02, -8.1867096190e-06
1.4254482921e-02, -3.2855630033e-02, -9.9425455582e-06
1.5145467828e-02, -3.4942915975e-02, -1.1932033834e-05
1.6036466915e-02, -3.7029094245e-02, -1.4169529276e-05
1.6927480979e-02, -3.9114161323e-02, -1.6669345616e-05
1.7818500497e-02, -4.1198113692e-02, -1.9445733097e-05
1.8709505105e-02, -4.3280947835e-02, -2.2512865789e-05
1.9600494007e-02, -4.5362660234e-02, -2.5884907819e-05
2.0491466404e-02, -4.7443247371e-02, -2.9575978794e-05
2.1382421499e-02, -4.9522705728e-02, -3.3600153691e-05
2.2273358497e-02, -5.1601031787e-02, -3.7971462737e-05
2.3164276603e-02, -5.3678222032e-02, -4.2703891275e-05
2.4055175021e-02, -5.5754272944e-02, -4.7811379644e-05
2.4946052958e-02, -5.7829181005e-02, -5.3307823069e-05
2.5836909621e-02, -5.9902942698e-02, -5.9207071529e-05
2.6727744219e-02, -6.1975554505e-02, -6.5522929654e-05
2.7618555959e-02, -6.4047012908e-02, -7.2269156579e-05
2.8509344052e-02, -6.6117314390e-02, -7.9459465863e-05
2.9400107708e-02, -6.8186455433e-02, -8.7107525342e-05
3.0290846137e-02, -7.0254432519e-02, -9.5226957023e-05
3.1181558551e-02, -7.2321242130e-02, -1.0383133698e-04
3.2072244162e-02, -7.4386880749e-02, -1.1293419522e-04
3.2962902185e-02, -7.6451344858e-02, -1.2254901559e-04
3.3853531832e-02, -7.8514630940e-02, -1.3268923566e-04
3.4744132319e-02, -8.0576735476e-02, -1.4336824661e-04
3.5634702860e-02, -8.2637654948e-02, -1.5459939308e-04
3.6525242673e-02, -8.4697385840e-02, -1.6639597315e-04
3.7415750972e-02, -8.6755924634e-02, -1.7877123813e-04
3.8306226977e-02, -8.8813267811e-02, -1.9173839255e-04
3.9196669906e-02, -9.0869411853e-02, -2.0531059396e-04
4.0087078977e-02, -9.2924353245e-02, -2.1950095289e-04
4.0977453411e-02, -9.4978088466e-02, -2.3432253272e-04
4.1867792428e-02, -9.7030614001e-02, -2.4978834956e-04
4.2758095249e-02, -9.9081926330e-02, -2.6591137217e-04
4.3648361097e-02, -1.0113202194e-01, -2.8270452188e-04
4.4538589194e-02, -1.0318089730e-01, -3.0018067242e-04
4.5428778764e-02, -1.0522854891e-01, -3.1835264986e-04
4.6318929031e-02, -1.0727497324e-01, -3.3723323252e-04
