Time, Y-Force, Work integrand
0.0000000000e+00, +8.3213112182e-04, +0.0000000000e+00
1.6684881210e-03, -3.2087429610e-03, -1.3387823163e-08
3.3369770770e-03, -7.2413883778e-03, -1.2075199810e-07
5.0054604880e-03, -1.1265836266e-02, -4.2233248204e-07
6.6739320170e-03, -1.5282117762e-02, -1.0176225183e-06
8.3423853590e-03, -1.9290264004e-02, -2.0053704466e-06
1.0010814239e-02, -2.3290306128e-02, -3.4835815519e-06
1.1679212394e-02, -2.7282275271e-02, -5.5495199351e-06
1.3347573587e-02, -3.1266202571e-02, -8.2997104299e-06
1.5015891598e-02, -3.5242119165e-02, -1.1829940538e-05
1.6684160223e-02, -3.9210056190e-02, -1.6235262397e-05
1.8352373273e-02, -4.3170044782e-02, -2.1609994770e-05
2.0020524576e-02, -4.7122116080e-02, -2.8047725076e-05
2.1688607987e-02, -5.1066301219e-02, -3.5641311473e-05
2.3356617373e-02, -5.5002631338e-02, -4.4482884911e-05
2.5024546606e-02, -5.8931137573e-02, -5.4663851202e-05
2.6692389570e-02, -6.2851851061e-02, -6.6274893152e-05
2.8360140149e-02, -6.6764802939e-02, -7.9405972646e-05
3.0027792254e-02, -7.0670024345e-02, -9.4146332940e-05
3.1695339826e-02, -7.4567546416e-02, -1.1058450093e-04
3.3362776791e-02, -7.8457400288e-02, -1.2880828908e-04
3.5030097107e-02, -8.2339617099e-02, -1.4890479796e-04
3.6697294747e-02, -8.6214227986e-02, -1.7096041847e-04
3.8364363700e-02, -9.0081264086e-02, -1.9506083406e-04
4.0031297966e-02, -9.3940756536e-02, -2.2129102312e-04
4.1698091562e-02, -9.7792736473e-02, -2.4973526127e-04
4.3364738516e-02, -1.0163723503e-01, -2.8047712375e-04
4.5031232871e-02, -1.0547428336e-01, -3.1359948780e-04
4.6697568684e-02, -1.0930391258e-01, -3.4918453505e-04
4.8363739961e-02, -1.1312615383e-01, -3.8731375298e-04
5.0029741117e-02, -1.1694103826e-01, -4.2806794472e-04
5.1695560527e-02, -1.2074859700e-01, -4.7152711765e-04
5.3361202064e-02, -1.2454886119e-01, -5.1777086370e-04
5.5026626605e-02, -1.2834186196e-01, -5.6687726266e-04
5.6691837054e-02, -1.3212763045e-01, -6.1892445827e-04
5.8356825644e-02, -1.3590619779e-01, -6.7398971079e-04
6.0021585366e-02, -1.3967759514e-01, -7.3214960928e-04
6.1686109294e-02, -1.4344185361e-01, -7.9348006131e-04
6.3350390704e-02, -1.4719900436e-01, -8.5805629891e-04
6.5014422927e-02, -1.5094907851e-01, -9.2595287808e-04
6.6678199290e-02, -1.5469210720e-01, -9.9724367973e-04
6.8341713488e-02, -1.5842812158e-01, -1.0720019235e-03
7.0004958770e-02, -1.6215715277e-01, -1.1503001464e-03
7.1667928511e-02, -1.6587923191e-01, -1.2322102217e-03
7.3330616165e-02, -1.6959439015e-01, -1.3178033600e-03
7.4993012569e-02, -1.7330265862e-01, -1.4071500134e-03
7.6655113717e-02, -1.7700406846e-01, -1.5003201559e-03
7.8316908639e-02, -1.8069865079e-01, -1.5973828413e-03
7.9978394577e-02, -1.8438643677e-01, -1.6984067816e-03
8.1639565056e-02, -1.8806745752e-01, -1.8034598998e-03
8.3300414110e-02, -1.9174174419e-01, -1.9126094924e-03
8.4960935420e-02, -1.9540932791e-01, -2.0259221961e-03
