Time, Y-Force, Work integrand
0.0000000000e+00, -4.4203685675e-02, -0.0000000000e+00
1.6688347260e-03, -4.6024827181e-02, -1.9210892765e-07
3.3376701730e-03, -4.7866835455e-02, -7.9852301841e-07
5.0065001290e-03, -4.9739256586e-02, -1.8653936829e-06
6.6753184210e-03, -5.1642195861e-02, -3.4402339865e-06
8.3441189100e-03, -5.3574997046e-02, -5.5718406975e-06
1.0012895484e-02, -5.5538928115e-02, -8.3105235624e-06
1.1681642047e-02, -5.7532691268e-02, -1.1707648209e-05
1.3350352524e-02, -5.9555480371e-02, -1.5815748389e-05
1.5019020858e-02, -6.1608454446e-02, -2.0689079465e-05
1.6687641008e-02, -6.3692175831e-02, -2.6383254320e-05
1.8356206950e-02, -6.5806642538e-02, -3.2955088252e-05
2.0024712674e-02, -6.7950231709e-02, -4.0461740621e-05
2.1693152200e-02, -7.0122808455e-02, -4.8962044666e-05
2.3361519559e-02, -7.2325373646e-02, -5.8516908186e-05
2.5029808785e-02, -7.4558353242e-02, -6.9188382771e-05
2.6698013927e-02, -7.6821800257e-02, -8.1039584789e-05
2.8366129034e-02, -7.9114482529e-02, -9.4133384511e-05
3.0034148182e-02, -8.1437191941e-02, -1.0853589451e-04
3.1702065474e-02, -8.3786034065e-02, -1.2430793478e-04
3.3369875003e-02, -8.6161648383e-02, -1.4151650995e-04
3.5037570889e-02, -8.8566271208e-02, -1.6023295933e-04
3.6705147273e-02, -9.0997337608e-02, -1.8052170188e-04
3.8372598305e-02, -9.3455574881e-02, -2.0245355674e-04
4.0039918153e-02, -9.5940954368e-02, -2.2609912728e-04
4.1707100997e-02, -9.8453909170e-02, -2.5153121267e-04
4.3374141032e-02, -1.0099146971e-01, -2.7881460488e-04
4.5041032466e-02, -1.0354774759e-01, -3.0800391772e-04
4.6707769521e-02, -1.0612859898e-01, -3.3918698078e-04
4.8374346371e-02, -1.0874043577e-01, -3.7245951251e-04
5.0040757270e-02, -1.1138211890e-01, -4.0789653819e-04
5.1706990940e-02, -1.1405115784e-01, -4.4556776521e-04
5.3373051463e-02, -1.1674666367e-01, -4.8554841344e-04
5.5038919981e-02, -1.1946656186e-01, -5.2790812998e-04
5.6704583566e-02, -1.2222884634e-01, -5.7280939583e-04
5.8370031273e-02, -1.2501623929e-01, -6.2026033939e-04
6.0035255780e-02, -1.2781258573e-01, -6.7025714504e-04
6.1700250343e-02, -1.3063654686e-01, -7.2297078414e-04
6.3365008417e-02, -1.3348429548e-01, -7.7846341187e-04
6.5029523515e-02, -1.3635560564e-01, -8.3681555961e-04
6.6693789146e-02, -1.3924974288e-01, -8.9810496184e-04
6.8357799189e-02, -1.4216742348e-01, -9.6241899273e-04
7.0021547078e-02, -1.4510862805e-01, -1.0298414406e-03
7.1685026377e-02, -1.4807248585e-01, -1.1004504774e-03
7.3348230909e-02, -1.5105942618e-01, -1.1743339233e-03
7.5011151556e-02, -1.5407050643e-01, -1.2515858856e-03
7.6673784509e-02, -1.5710463378e-01, -1.3322846040e-03
7.8336118988e-02, -1.6015782374e-01, -1.4164816493e-03
7.9998152441e-02, -1.6323068446e-01, -1.5042659526e-03
8.1659878596e-02, -1.6632403510e-01, -1.5957297647e-03
8.3321291731e-02, -1.6943469014e-01, -1.6909271720e-03
8.4982385700e-02, -1.7256345299e-01, -1.7899491621e-03
8.6643154464e-02, -1.7571216510e-01, -1.8928995980e-03
8.8303592003e-02, -1.7886971303e-01, -1.9997409406e-03
8.9963692375e-02, -1.8203910805e-01, -2.1105815082e-03
9.1623449678e-02, -1.8523142975e-01, -2.2256316678e-03
9.3282834316e-02, -1.8844417337e-01, -2.3449507190e-03
9.4941824680e-02, -1.9167725191e-01, -2.4686255996e-03
9.6600418178e-02, -1.9492511298e-01, -2.5966716743e-03
9.8258606745e-02, -1.9820871761e-01, -2.7294596476e-03
9.9916383781e-02, -2.0150024915e-01, -2.8667048355e-03
1.0000000000e-01, -2.0481080928e-01, -2.9185540323e-03
1.0165733771e-01, -2.0813915388e-01, -3.0624366935e-03
1.0331425038e-01, -2.1148105006e-01, -3.2110610352e-03
1.0497073150e-01, -2.1483620208e-01, -3.3645043867e-03
1.0662677455e-01, -2.1820408972e-01, -3.5228400497e-03
1.0828237301e-01, -2.2158609536e-01, -3.6861721050e-03
1.0993752038e-01, -2.2498026265e-01, -3.8545503082e-03
1.1159221013e-01, -2.2838811300e-01, -4.0280819824e-03
1.1324642309e-01, -2.3181015603e-01, -4.2068583781e-03
1.1490016206e-01, -2.3524059545e-01, -4.3908557724e-03
1.1655342131e-01, -2.3867985881e-01, -4.5801573139e-03
1.1820619477e-01, -2.4212821501e-01, -4.7748438360e-03
1.1985847726e-01, -2.4558244833e-01, -4.9749261796e-03
1.2151026258e-01, -2.4904492553e-01, -5.1805241900e-03
1.2316154457e-01, -2.5250554318e-01, -5.3914964894e-03
1.2481232372e-01, -2.5596572779e-01, -5.6079322872e-03
1.2646259250e-01, -2.5943758319e-01, -5.8301628185e-03
1.2811234381e-01, -2.6292018604e-01, -6.0582463321e-03
1.2976154749e-01, -2.6640877051e-01, -6.2921460667e-03
1.3141016307e-01, -2.6991750123e-01, -6.5322710796e-03
1.3305818446e-01, -2.7343309777e-01, -6.7783863026e-03
1.3470560738e-01, -2.7694062675e-01, -7.0301836081e-03
1.3635242717e-01, -2.8045416460e-01, -7.2880726146e-03
