Time, Y-Force, Work integrand
0.0000000000e+00, -8.7997682532e-04, -0.0000000000e+00
5.5714446100e-04, -2.1845599366e-03, -1.0168803588e-09
1.1142891340e-03, -3.4889696751e-03, -6.4944475325e-09
1.6714338540e-03, -4.7932037814e-03, -2.0069310029e-08
2.2285784540e-03, -6.0972599960e-03, -4.5373013960e-08
2.7857227710e-03, -7.4011360596e-03, -8.6032016410e-08
3.3428666390e-03, -8.7048297127e-03, -1.4566765852e-07
3.9000098930e-03, -1.0008338696e-02, -2.2789613892e-07
4.4571523690e-03, -1.1311660750e-02, -3.3632848725e-07
5.0142939030e-03, -1.2614793615e-02, -4.7457053757e-07
5.5714343300e-03, -1.3917735031e-02, -6.4622290169e-07
6.1285734870e-03, -1.5220482740e-02, -8.5488094339e-07
6.6857112100e-03, -1.6523034482e-02, -1.1041347515e-06
7.2428473340e-03, -1.7825387997e-02, -1.3975691134e-06
7.7999816970e-03, -1.9127541026e-02, -1.7387634902e-06
8.3571141350e-03, -2.0429491310e-02, -2.1312919892e-06
8.9142444850e-03, -2.1731236589e-02, -2.5787233384e-06
9.4713725840e-03, -2.3032774603e-02, -3.0846208607e-06
1.0028498269e-02, -2.4334103094e-02, -3.6525424476e-06
1.0585621376e-02, -2.5635219801e-02, -4.2860405325e-06
1.1142741744e-02, -2.6936122466e-02, -4.9886620682e-06
1.1699859210e-02, -2.8236808828e-02, -5.7639484973e-06
1.2256973610e-02, -2.9537276629e-02, -6.6154357266e-06
1.2814084784e-02, -3.0837523609e-02, -7.5466541071e-06
1.3371192569e-02, -3.2137547509e-02, -8.5611284013e-06
1.3928296802e-02, -3.3437346068e-02, -9.6623777603e-06
1.4485397323e-02, -3.4736917029e-02, -1.0853915703e-05
1.5042493968e-02, -3.6036258130e-02, -1.2139250080e-05
1.5599586577e-02, -3.7335367114e-02, -1.3521883061e-05
1.6156674988e-02, -3.8634241719e-02, -1.5005311103e-05
1.6713759040e-02, -3.9932879688e-02, -1.6593024922e-05
1.7270838570e-02, -4.1231278760e-02, -1.8288509472e-05
1.7827913419e-02, -4.2529436676e-02, -2.0095243927e-05
1.8384983476e-02, -4.3827351177e-02, -2.2016701760e-05
1.8942048572e-02, -4.5125020003e-02, -2.4056350494e-05
1.9499108541e-02, -4.6422440895e-02, -2.6217651792e-05
2.0056163216e-02, -4.7719611593e-02, -2.8504061423e-05
2.0613212434e-02, -4.9016529838e-02, -3.0919029256e-05
2.1170256032e-02, -5.0313193370e-02, -3.3465999222e-05
2.1727293846e-02, -5.1609599930e-02, -3.6148409286e-05
2.2284325716e-02, -5.2905747258e-02, -3.8969691441e-05
2.2841351479e-02, -5.4201633096e-02, -4.1933271658e-05
2.3398370975e-02, -5.5497255183e-02, -4.5042569885e-05
2.3955384041e-02, -5.6792611261e-02, -4.8300999998e-05
2.4512390519e-02, -5.8087699069e-02, -5.1711969813e-05
2.5069390247e-02, -5.9382516349e-02, -5.5278881019e-05
2.5626383066e-02, -6.0677060840e-02, -5.9005129188e-05
2.6183368814e-02, -6.1971330284e-02, -6.2894103723e-05
2.6740347333e-02, -6.3265322421e-02, -6.6949187867e-05
2.7297318463e-02, -6.4559034992e-02, -7.1173758648e-05
2.7854282090e-02, -6.5852465736e-02, -7.5571187118e-05
2.8411238032e-02, -6.7145612395e-02, -8.0144837734e-05
2.8968186122e-02, -6.8438472710e-02, -8.4898068747e-05
2.9525126200e-02, -6.9731044420e-02, -8.9834232146e-05
3.0082058102e-02, -7.1023325267e-02, -9.4956673574e-05
3.0638981689e-02, -7.2315312990e-02, -1.0026873248e-04
3.1195896789e-02, -7.3607005331e-02, -1.0577374176e-04
3.1752803243e-02, -7.4898400030e-02, -1.1147502797e-04
3.2309700891e-02, -7.6189494827e-02, -1.1737591126e-04
3.2866589576e-02, -7.7480287464e-02, -1.2347970535e-04
