                Time,             Y-Force,      Work integrand,                Mass,           Mass error
    0.0000000000E+00,    1.0492680380E-06,    0.0000000000E+00,    7.8540028075E-01,                  NaN
    9.7656250000E-04,   -1.6711984449E-05,   -5.3951406699E-11,    7.8540028075E-01,                  NaN
    1.9531250000E-03,   -5.8739410443E-05,   -6.4629921945E-10,    7.8540028075E-01,                  NaN
    2.9296875000E-03,   -1.2625817265E-04,   -2.8630879035E-09,    7.8540028075E-01,                  NaN
    3.9062500000E-03,   -2.1935899121E-04,   -8.4053480516E-09,    7.8540028075E-01,                  NaN
    4.8828125000E-03,   -3.3773011574E-04,   -1.9496618646E-08,    7.8540028075E-01,                  NaN
    5.8593750000E-03,   -4.8128476684E-04,   -3.8889349790E-08,    7.8540028075E-01,                  NaN
    6.8359375000E-03,   -6.4990136914E-04,   -6.9853225803E-08,    7.8540028075E-01,                  NaN
    7.8125000000E-03,   -8.4359037085E-04,   -1.1617104098E-07,    7.8540028075E-01,                  NaN
    8.7890625000E-03,   -1.0623776359E-03,   -1.8213119802E-07,    7.8540028075E-01,                  NaN
    9.7656250000E-03,   -1.3062481496E-03,   -2.7251823699E-07,    7.8540028075E-01,                  NaN
    1.0742187500E-02,   -1.5752107359E-03,   -3.9261276504E-07,    7.8540028075E-01,                  NaN
    1.1718750000E-02,   -1.8693050842E-03,   -5.4819163065E-07,    7.8540028075E-01,                  NaN
    1.2695312500E-02,   -2.1885655162E-03,   -7.4552291403E-07,    7.8540028075E-01,                  NaN
    1.3671875000E-02,   -2.5330215415E-03,   -9.9136294691E-07,    7.8540028075E-01,                  NaN
    1.4648437500E-02,   -2.9027136615E-03,   -1.2929564844E-06,    7.8540028075E-01,                  NaN
    1.5625000000E-02,   -3.2976847749E-03,   -1.6580336547E-06,    7.8540028075E-01,                  NaN
    1.6601562500E-02,   -3.7179629110E-03,   -2.0948032762E-06,    7.8540028075E-01,                  NaN
    1.7578125000E-02,   -4.1635593353E-03,   -2.6119476075E-06,    7.8540028075E-01,                  NaN
    1.8554687500E-02,   -4.6344852063E-03,   -3.2186237816E-06,    7.8540028075E-01,                  NaN
    1.9531250000E-02,   -5.1307896233E-03,   -3.9244811367E-06,    7.8540028075E-01,                  NaN
    2.0507812500E-02,   -5.6526013574E-03,   -4.7396944321E-06,    7.8540028075E-01,                  NaN
    2.1484375000E-02,   -6.2001019775E-03,   -5.6749704084E-06,    7.8540028075E-01,                  NaN
    2.2460937500E-02,   -6.7733845064E-03,   -6.7414675273E-06,    7.8540028075E-01,                  NaN
    2.3437500000E-02,   -7.3723244099E-03,   -7.9506713400E-06,    7.8540028075E-01,                  NaN
    2.4414062500E-02,   -7.9966978268E-03,   -9.3144172427E-06,    7.8540028075E-01,                  NaN
    2.5390625000E-02,   -8.6465453776E-03,   -1.0845173985E-05,    7.8540028075E-01,                  NaN
    2.6367187500E-02,   -9.3223688948E-03,   -1.2556323825E-05,    7.8540028075E-01,                  NaN
    2.7343750000E-02,   -1.0024766150E-02,   -1.4461962906E-05,    7.8540028075E-01,                  NaN
    2.8320312500E-02,   -1.0753754676E-02,   -1.6576199865E-05,    7.8540028075E-01,                  NaN
