                Time,             Y-Force,      Work integrand,                Mass,           Mass error
    0.0000000000E+00,   -1.6666850262E-07,    0.0000000000E+00,                 NaN,                  NaN
    3.1250000000E-02,    3.6062915596E-02,   -7.9305606049E-04,                 NaN,                  NaN
    6.2500000000E-02,    1.2984265159E-01,   -9.5845707381E-03,                 NaN,                  NaN
    9.3750000000E-02,    2.6635649949E-01,   -3.6086986819E-02,                 NaN,                  NaN
    1.2500000000E-01,    4.3424717105E-01,   -8.3679803378E-02,                 NaN,                  NaN
    1.5625000000E-01,    6.2762001617E-01,   -1.4889041547E-01,                 NaN,                  NaN
    1.8750000000E-01,    8.4482394398E-01,   -2.2606000357E-01,                 NaN,                  NaN
    2.1875000000E-01,    1.0857911435E+00,   -3.1226967565E-01,                 NaN,                  NaN
    2.5000000000E-01,    1.3490264400E+00,   -4.0891331169E-01,                 NaN,                  NaN
    2.8125000000E-01,    1.6302156581E+00,   -5.1934517717E-01,                 NaN,                  NaN
    3.1250000000E-01,    1.9232789253E+00,   -6.4506446600E-01,                 NaN,                  NaN
    3.4375000000E-01,    2.2215170940E+00,   -7.8277150595E-01,                 NaN,                  NaN
    3.7500000000E-01,    2.5167161574E+00,   -9.2320857448E-01,                 NaN,                  NaN
    4.0625000000E-01,    2.7974407864E+00,   -1.0524809435E+00,                 NaN,                  NaN
    4.3750000000E-01,    3.0486751606E+00,   -1.1554050564E+00,                 NaN,                  NaN
    4.6875000000E-01,    3.2533713353E+00,   -1.2188965842E+00,                 NaN,                  NaN
    5.0000000000E-01,    3.3953220509E+00,   -1.2340183158E+00,                 NaN,                  NaN
    5.3125000000E-01,    3.4624184284E+00,   -1.1966691055E+00,                 NaN,                  NaN
    5.6250000000E-01,    3.4494014511E+00,   -1.1074659284E+00,                 NaN,                  NaN
    5.9375000000E-01,    3.3589715318E+00,   -9.7066510117E-01,                 NaN,                  NaN
    6.2500000000E-01,    3.2009287490E+00,   -7.9223382720E-01,                 NaN,                  NaN
    6.5625000000E-01,    2.9907206143E+00,   -5.7929526575E-01,                 NaN,                  NaN
    6.8750000000E-01,    2.7475588042E+00,   -3.4104241056E-01,                 NaN,                  NaN
    7.1875000000E-01,    2.4914617718E+00,   -8.8651208119E-02,                 NaN,                  NaN
    7.5000000000E-01,    2.2402409307E+00,    1.6564304880E-01,                 NaN,                  NaN
    7.8125000000E-01,    2.0075058689E+00,    4.0865963390E-01,                 NaN,                  NaN
    8.1250000000E-01,    1.8016120639E+00,    6.2597863899E-01,                 NaN,                  NaN
    8.4375000000E-01,    1.6254869684E+00,    8.0293281464E-01,                 NaN,                  NaN
    8.7500000000E-01,    1.4777007978E+00,    9.2710788212E-01,                 NaN,                  NaN
    9.0625000000E-01,    1.3545337908E+00,    9.9069438469E-01,                 NaN,                  NaN
    9.3750000000E-01,    1.2518206200E+00,    9.9136488687E-01,                 NaN,                  NaN
    9.6875000000E-01,    1.1655944310E+00,    9.3181646858E-01,                 NaN,                  NaN
    1.0000000000E+00,    1.0916908993E+00,    8.1876817444E-01,                 NaN,                  NaN
    1.0312500000E+00,    1.0252277648E+00,    6.6139244148E-01,                 NaN,                  NaN
    1.0625000000E+00,    9.6058099055E-01,    4.6863600711E-01,                 NaN,                  NaN
    1.0937500000E+00,    8.9149432655E-01,    2.4581187138E-01,                 NaN,                  NaN
    1.1250000000E+00,    8.1059899496E-01,   -8.6495815943E-03,                 NaN,                  NaN
    1.1562500000E+00,    7.0819089112E-01,   -3.0565143781E-01,                 NaN,                  NaN
    1.1875000000E+00,    5.7172273503E-01,   -6.6550267621E-01,                 NaN,                  NaN
    1.2187500000E+00,    3.8696496356E-01,   -1.1110938111E+00,                 NaN,                  NaN
    1.2500000000E+00,    1.4058683530E-01,   -1.6557656216E+00,                 NaN,                  NaN
    1.2812500000E+00,   -1.7722717381E-01,   -2.2944391994E+00,                 NaN,                  NaN
    1.3125000000E+00,   -5.6767173506E-01,   -2.9986612124E+00,                 NaN,                  NaN
    1.3437500000E+00,   -1.0207291384E+00,   -3.7194394278E+00,                 NaN,                  NaN
    1.3750000000E+00,   -1.5180129939E+00,   -4.3998475950E+00,                 NaN,                  NaN
    1.4062500000E+00,   -2.0325163425E+00,   -4.9842396502E+00,                 NaN,                  NaN
    1.4375000000E+00,   -2.5326977539E+00,   -5.4240112788E+00,                 NaN,                  NaN
    1.4687500000E+00,   -2.9862824764E+00,   -5.6830393228E+00,                 NaN,                  NaN
    1.5000000000E+00,   -3.3606927370E+00,   -5.7390830587E+00,                 NaN,                  NaN
    1.5312500000E+00,   -3.6279901789E+00,   -5.5863017755E+00,                 NaN,                  NaN
    1.5625000000E+00,   -3.7709309112E+00,   -5.2389766273E+00,                 NaN,                  NaN
    1.5937500000E+00,   -3.7820975695E+00,   -4.7272694105E+00,                 NaN,                  NaN
    1.6250000000E+00,   -3.6618116996E+00,   -4.0897356957E+00,                 NaN,                  NaN
